eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
80.83333333333333,-3.8333333,129,5.9267568e-05,0.0,2.70799,-0.0010468507,0.3513243,-0.002846360206604004,1,1024,7.899254814255983,1024
85.6086956521739,-3.7826087,241,1.9598649e-05,0.0,2.7078876,-0.00078870327,0.1809172,0.027656912803649902,2,2048,12.482999112457037,2048
87.25714285714285,-3.2857144,262,1.3253499e-05,0.0,2.7077167,-0.0002674077,0.067773975,-0.040450334548950195,3,3072,16.51564173400402,3072
84.9375,-2.875,241,1.1571216e-05,0.0,2.7074347,-0.00018451503,0.09825336,0.008127450942993164,4,4096,20.907831836026162,4096
85.25,-2.7833333,241,1.7312834e-05,0.0,2.7071106,8.40025e-05,0.13231273,0.12463176250457764,5,5120,25.286150807049125,5120
86.68571428571428,-3.1,240,1.3717962e-05,0.0,2.707122,-0.00032933257,0.21897137,0.024201691150665283,6,6144,29.675671933218837,6144
85.03571428571429,-2.6309524,245,2.2656915e-05,0.0,2.707098,-0.0006327357,0.06591552,0.05146664381027222,7,7168,33.84740660013631,7168
87.03191489361703,-2.6914895,240,1.2738722e-05,0.0,2.7072413,-0.00020624138,0.12796883,0.08003973960876465,8,8192,38.23869227711111,8192
87.96,-2.66,242,3.0284102e-05,0.0,2.7067487,-0.00030651502,0.1719944,0.08811986446380615,9,9216,42.46134047629312,9216
89.07,-2.45,245,1.9487496e-05,0.0,2.7065613,-0.0005437524,0.10321205,0.3017667531967163,10,10240,46.64032924734056,10240
90.35,-2.26,242,7.941374e-05,0.0,2.705737,-0.0008172725,0.15818484,-0.0019735097885131836,11,11264,51.00362476799637,11264
88.39,-2.59,244,5.778653e-05,0.0,2.7051642,-0.00016084484,0.24299292,0.00847238302230835,12,12288,55.3285967502743,12288
