eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
94.0813953488372,-4.081395,87.1063829787234,-2.7978723,9,4.4067554e-05,0.0,2.7080047,-0.00038071288,0.6100493,-0.006932735443115234,1,8192,850.2322416091338,8192
87.52,-3.03,80.88,-2.48,117,8.181662e-05,0.0,2.7030785,-0.00021399061,0.18557608,0.18600672483444214,10,81920,1956.2884963685647,81920
74.35,-1.48,76.57,-2.03,133,0.0007245187,0.0015055338,2.549877,-0.00071598287,0.113844216,0.36124199628829956,20,163840,2940.898072093725,163840
77.73,-1.19,74.33,-1.03,135,0.00019671318,0.0,2.112811,-0.00038341773,0.08929747,0.4422910213470459,30,245760,3545.990031342022,245760
76.69,-1.44,73.92,-1.72,133,0.0006051175,0.00056966144,1.8150762,-0.00078411883,0.08661189,0.6741147935390472,40,327680,4153.675724091008,327680
74.91,-0.81,71.7,-0.99,137,0.00028674255,0.00016276042,1.6289668,-0.00032274963,0.06369016,0.7442618012428284,50,409600,4762.378057191148,409600
75.45,-0.84,70.22,-1.3,134,0.0011902408,0.0061035156,1.4620346,-0.00033571463,0.059634488,0.7948070466518402,60,491520,5370.0179031565785,491520
74.94,-0.68,71.26,-0.81,133,0.00049252587,0.0068359375,1.0438148,-0.000120063,0.04370944,0.8377263247966766,70,573440,5977.326510744169,573440
76.51,-1.32,72.6,-1.79,132,0.00106077,0.017740885,0.7557418,-0.0007063087,0.043062974,0.8820764347910881,80,655360,6587.054491744377,655360
76.4,-1.27,73.42,-1.18,133,0.0015307987,0.007039388,1.1810845,-0.0010010473,0.060065597,0.881226159632206,90,737280,7197.238265223801,737280
75.07,-1.03,71.72,-0.76,135,0.0014749793,0.0028889973,1.2812538,-0.0007379062,0.04420604,0.8525445908308029,100,819200,7805.123498431407,819200
73.98,-0.62,75.09,-1.0,131,0.0003261662,4.0690105e-05,1.2211195,-0.00048093978,0.048283022,0.7061983942985535,110,901120,8421.039327630773,901120
75.84,-0.95,72.93,-0.34,137,0.0018357374,0.016235352,0.9187409,-0.0012385618,0.066814825,0.7650104016065598,120,983040,9029.272150918841,983040
