eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
75.74,0.67,303,0.0015806193,0.016113281,0.9108198,-0.0015479521,0.01926215,0.9197608307003975,163,1335296,4511.910104474053,1335296
77.17,0.38,302,0.0013698895,0.014200847,0.91883975,-0.0020054805,0.03196906,0.9136433154344559,164,1343488,4538.952199245803,1343488
76.76,0.5,296,0.0009313298,0.007446289,0.9128547,-0.0014660811,0.017131155,0.9576511569321156,165,1351680,4566.627617303282,1351680
78.47,0.3,299,0.003095457,0.0353597,0.8865214,-0.00089196925,0.056515496,0.8982231616973877,166,1359872,4593.966147737578,1359872
77.9,0.43,299,0.00090277917,0.008585612,0.8477499,-0.00095732603,0.031360954,0.9339136555790901,167,1368064,4621.296961965039,1368064
76.64,0.22,293,0.0022041076,0.023640951,0.9231498,-0.0013277441,0.018514087,0.9562341384589672,168,1376256,4649.169370772317,1376256
77.54,0.24,290,0.0030871194,0.038533527,0.9568012,-0.0005525967,0.029550174,0.9499968662858009,169,1384448,4677.397589941509,1384448
72.52,0.56,303,0.0025049536,0.03100586,1.0376271,-0.0024701615,0.022965526,0.9475381821393967,170,1392640,4704.384668206796,1392640
73.88,0.58,302,0.0025653744,0.03141276,1.1236249,-0.0022548083,0.02906094,0.9101062566041946,171,1400832,4731.442780941725,1400832
74.76,0.41,295,0.0035640905,0.048990887,1.0117716,-0.0018952028,0.018191902,0.9447396583855152,172,1409024,4759.212917467579,1409024
83.13,0.35,294,0.0087515535,0.1044515,0.88172036,0.0015515216,0.019040741,0.9605739079415798,173,1417216,4787.0004499470815,1417216
75.41,0.72,296,0.004332797,0.05069987,0.96422607,0.00068344636,0.016070688,0.9390887059271336,174,1425408,4814.66877553612,1425408
75.65,0.57,295,0.010632932,0.11206055,0.86778957,-0.00060773647,0.022339977,0.9038068503141403,175,1433600,4842.4866336248815,1433600
76.38,0.57,297,0.0072127976,0.09020996,0.809926,0.0027052213,0.015362405,0.9562962464988232,176,1441792,4870.033979108557,1441792
75.1,0.53,303,0.004083257,0.048583984,0.83642626,-0.0018307599,0.016132407,0.9578578919172287,177,1449984,4897.05113385804,1449984
76.08,0.5,306,0.0057079494,0.06986491,0.76861453,0.00031976463,0.015138175,0.9725289382040501,178,1458176,4923.758351773955,1458176
75.38,0.52,297,0.0037836286,0.049682617,0.86828136,-0.0009853072,0.020570965,0.9399359561502934,179,1466368,4951.327868820168,1466368
75.99,0.62,293,0.0012984752,0.013387044,0.8434481,-0.0016372455,0.019807195,0.928701214492321,180,1474560,4979.277966979891,1474560
76.25,0.95,298,0.002943077,0.032999676,0.87141114,-0.0015385902,0.016736053,0.9573059305548668,181,1482752,5006.713815713301,1482752
77.08,0.47,298,0.0019955782,0.022501627,0.81002766,-0.0031027559,0.026178107,0.9514030553400517,182,1490944,5034.314869279042,1490944
74.47,0.52,293,0.0016951831,0.016886393,0.8053832,-0.0018395758,0.053711284,0.8251097053289413,183,1499136,5062.197200602852,1499136
72.44,0.45,293,0.0030112725,0.036661785,0.82623154,-0.002002021,0.027114367,0.939853947609663,184,1507328,5090.1119962427765,1507328
77.69,0.61,296,0.0049896557,0.054280598,0.94546634,-0.0013223524,0.018314341,0.9498548917472363,185,1515520,5117.763418106362,1515520
74.6,0.51,300,0.003471896,0.04638672,0.9550584,-0.00023152423,0.03417179,0.9031183198094368,186,1523712,5145.020701314323,1523712
74.53,0.37,301,0.009985768,0.10921224,0.94713473,0.0035866231,0.017147802,0.9711704049259424,187,1531904,5172.195905869827,1531904
78.66,0.6,291,0.004287778,0.05586751,1.0787843,-0.00047372354,0.027334193,0.9251068457961082,188,1540096,5200.279140611179,1540096
76.59,0.47,305,0.0054065767,0.06640625,0.9555033,-0.0011788785,0.023474537,0.9403933323919773,189,1548288,5227.091639909893,1548288
75.57,0.65,295,0.004369807,0.053548176,1.1086086,-0.0021008207,0.014902324,0.9380751736462116,190,1556480,5254.823081552051,1556480
73.04,0.61,302,0.002301744,0.027994791,1.1093806,-0.0020323962,0.017263712,0.9553106054663658,191,1564672,5281.909645809792,1564672
73.52,0.34,295,0.0023319263,0.024047852,0.987096,-0.0025405914,0.039012026,0.9207445606589317,192,1572864,5309.6554939625785,1572864
74.55,0.92,295,0.0031733327,0.038085938,1.0548353,-0.0009733483,0.021018922,0.9417361244559288,193,1581056,5337.39850295987,1581056
81.04,0.59,300,0.0016340064,0.018351236,1.0096681,-0.0027665077,0.019404976,0.9575696736574173,194,1589248,5364.67058625631,1589248
73.62,0.72,302,0.0031756507,0.038655598,1.0749434,-0.002942114,0.018015618,0.941814724355936,195,1597440,5391.728091118857,1597440
73.15,0.73,308,0.0020326695,0.0234375,1.1031675,-0.0028979804,0.012175717,0.9591988995671272,196,1605632,5418.32535453327,1605632
74.06,0.54,303,0.004465593,0.061075848,1.0475712,0.0002393147,0.017579822,0.95296511054039,197,1613824,5445.3464151332155,1613824
77.43,0.38,297,0.009859262,0.1126709,1.0823263,-0.000123572,0.047510657,0.9060369357466698,198,1622016,5472.9126869197935,1622016
75.54,0.36,304,0.0048939264,0.06266276,0.99307686,-0.00039383987,0.023004217,0.9565074443817139,199,1630208,5499.834699263796,1630208
